image_id,product_id,dataset_source,category,clean_caption,path,partition
MEN-Sweaters-id_00001463-05_1_front,id_00001463,DeepFashion-MultiModal,MEN_Sweaters,the guy is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric it has a crew neckline the outer clothing the gentleman wears is with cotton fabric and pure color patterns there is an accessory on his wrist there is a hat in his head,MEN-Sweaters-id_00001463-05_1_front.jpg,gallery
MEN-Sweaters-id_00001463-06_1_front,id_00001463,DeepFashion-MultiModal,MEN_Sweaters,the person is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric the neckline of the sweater is lapel,MEN-Sweaters-id_00001463-06_1_front.jpg,gallery
MEN-Sweaters-id_00001463-07_1_front,id_00001463,DeepFashion-MultiModal,MEN_Sweaters,the shirt the person wears has long sleeves and it is with cotton fabric and solid color patterns the neckline of the shirt is lapel the person has neckwear,MEN-Sweaters-id_00001463-07_1_front.jpg,gallery
MEN-Sweaters-id_00001463-08_1_front,id_00001463,DeepFashion-MultiModal,MEN_Sweaters,the sweater the gentleman wears has long sleeves its fabric is cotton and it has pure color patterns the sweater has a lapel neckline there is an accessory on his wrist,MEN-Sweaters-id_00001463-08_1_front.jpg,gallery
MEN-Sweaters-id_00001496-01_1_front,id_00001496,DeepFashion-MultiModal,MEN_Sweaters,the gentleman wears a short sleeve t shirt with graphic patterns the t shirt is with cotton fabric and it has a lapel neckline,MEN-Sweaters-id_00001496-01_1_front.jpg,gallery
MEN-Sweaters-id_00001509-01_1_front,id_00001509,DeepFashion-MultiModal,MEN_Sweaters,the shirt this man wears has long sleeves and its fabric is cotton the pattern of it is color block it has a lapel neckline,MEN-Sweaters-id_00001509-01_1_front.jpg,gallery
MEN-Sweaters-id_00001509-02_1_front,id_00001509,DeepFashion-MultiModal,MEN_Sweaters,the upper clothing has long sleeves cotton fabric and color block patterns the neckline of it is lapel,MEN-Sweaters-id_00001509-02_1_front.jpg,gallery
MEN-Sweaters-id_00001509-03_1_front,id_00001509,DeepFashion-MultiModal,MEN_Sweaters,this person wears a long sleeve shirt with color block patterns the shirt is with cotton fabric it has a lapel neckline the pants this person wears is of long length the pants are with cotton fabric and solid color patterns,MEN-Sweaters-id_00001509-03_1_front.jpg,gallery
MEN-Sweaters-id_00001509-04_1_front,id_00001509,DeepFashion-MultiModal,MEN_Sweaters,the sweater this man wears has long sleeves and its fabric is cotton the pattern of it is color block it has a lapel neckline,MEN-Sweaters-id_00001509-04_1_front.jpg,gallery
MEN-Sweaters-id_00001509-05_1_front,id_00001509,DeepFashion-MultiModal,MEN_Sweaters,the upper clothing has long sleeves cotton fabric and color block patterns the neckline of it is lapel,MEN-Sweaters-id_00001509-05_1_front.jpg,gallery
MEN-Sweaters-id_00001563-01_1_front,id_00001563,DeepFashion-MultiModal,MEN_Sweaters,this gentleman wears a short sleeve t shirt with graphic patterns the t shirt is with cotton fabric and it has a lapel neckline there is an accessory on his wrist,MEN-Sweaters-id_00001563-01_1_front.jpg,gallery
MEN-Sweaters-id_00001581-09_1_front,id_00001581,DeepFashion-MultiModal,MEN_Sweaters,the guy wears a short sleeve shirt with stripe patterns the shirt is with cotton fabric it has a lapel neckline,MEN-Sweaters-id_00001581-09_1_front.jpg,gallery
MEN-Sweaters-id_00001584-03_1_front,id_00001584,DeepFashion-MultiModal,MEN_Sweaters,the shirt this person wears has short sleeves and its fabric is cotton the pattern of it is graphic it has a lapel neckline,MEN-Sweaters-id_00001584-03_1_front.jpg,gallery
MEN-Sweaters-id_00001783-01_1_front,id_00001783,DeepFashion-MultiModal,MEN_Sweaters,this man wears a long sleeve shirt with solid color patterns the shirt is with cotton fabric it has a stand neckline the pants this man wears is of long length the pants are with cotton fabric and lattice patterns,MEN-Sweaters-id_00001783-01_1_front.jpg,gallery
MEN-Sweaters-id_00001783-02_1_front,id_00001783,DeepFashion-MultiModal,MEN_Sweaters,the upper clothing has long sleeves cotton fabric and pure color patterns it has a stand neckline the gentleman is wearing a hat there is an accessory on his wrist,MEN-Sweaters-id_00001783-02_1_front.jpg,gallery
MEN-Sweaters-id_00001919-03_1_front,id_00001919,DeepFashion-MultiModal,MEN_Sweaters,the person is wearing a short sleeve t shirt with pure color patterns the t shirt is with cotton fabric it has a lapel neckline,MEN-Sweaters-id_00001919-03_1_front.jpg,gallery
MEN-Sweaters-id_00001919-09_1_front,id_00001919,DeepFashion-MultiModal,MEN_Sweaters,this guy is wearing a short sleeve t shirt with solid color patterns the t shirt is with cotton fabric and its neckline is lapel,MEN-Sweaters-id_00001919-09_1_front.jpg,gallery
MEN-Sweaters-id_00001955-01_1_front,id_00001955,DeepFashion-MultiModal,MEN_Sweaters,the person wears a long sleeve sweater with lattice patterns the sweater is with cotton fabric and its neckline is lapel there is an accessory on his wrist this guy wears a ring,MEN-Sweaters-id_00001955-01_1_front.jpg,gallery
MEN-Sweaters-id_00001993-01_1_front,id_00001993,DeepFashion-MultiModal,MEN_Sweaters,his shirt has long sleeves cotton fabric and graphic patterns the neckline of it is lapel,MEN-Sweaters-id_00001993-01_1_front.jpg,gallery
MEN-Sweaters-id_00002179-01_1_front,id_00002179,DeepFashion-MultiModal,MEN_Sweaters,this guy wears a short sleeve t shirt with graphic patterns the t shirt is with cotton fabric and its neckline is lapel there is an accessory on his wrist,MEN-Sweaters-id_00002179-01_1_front.jpg,gallery
MEN-Sweaters-id_00002241-01_1_front,id_00002241,DeepFashion-MultiModal,MEN_Sweaters,the shirt this gentleman wears has short sleeves and it is with cotton fabric and graphic patterns the neckline of the shirt is lapel,MEN-Sweaters-id_00002241-01_1_front.jpg,query
MEN-Sweaters-id_00002241-02_1_front,id_00002241,DeepFashion-MultiModal,MEN_Sweaters,this gentleman is wearing a short sleeve shirt with graphic patterns the shirt is with cotton fabric it has a lapel neckline,MEN-Sweaters-id_00002241-02_1_front.jpg,gallery
MEN-Sweaters-id_00002248-01_1_front,id_00002248,DeepFashion-MultiModal,MEN_Sweaters,this guy wears a long sleeve sweater with graphic patterns and a long pants the sweater is with cotton fabric the neckline of the sweater is lapel the pants are with cotton fabric and solid color patterns,MEN-Sweaters-id_00002248-01_1_front.jpg,gallery
MEN-Sweaters-id_00002316-01_1_front,id_00002316,DeepFashion-MultiModal,MEN_Sweaters,the gentleman wears a long sleeve sweater with plaid patterns the sweater is with cotton fabric the neckline of the sweater is lapel,MEN-Sweaters-id_00002316-01_1_front.jpg,gallery
MEN-Sweaters-id_00002433-01_1_front,id_00002433,DeepFashion-MultiModal,MEN_Sweaters,this man is wearing a long sleeve shirt with graphic patterns the shirt is with cotton fabric it has a lapel neckline there is an accessory on his wrist,MEN-Sweaters-id_00002433-01_1_front.jpg,gallery
MEN-Sweaters-id_00002456-01_1_front,id_00002456,DeepFashion-MultiModal,MEN_Sweaters,the shirt this gentleman wears has short sleeves its fabric is cotton and it has graphic patterns the shirt has a lapel neckline,MEN-Sweaters-id_00002456-01_1_front.jpg,gallery
MEN-Sweaters-id_00002685-01_1_front,id_00002685,DeepFashion-MultiModal,MEN_Sweaters,his shirt has short sleeves cotton fabric and graphic patterns it has a lapel neckline this man wears a long pants the pants are with cotton fabric and pure color patterns,MEN-Sweaters-id_00002685-01_1_front.jpg,gallery
MEN-Sweaters-id_00002809-01_1_front,id_00002809,DeepFashion-MultiModal,MEN_Sweaters,the shirt the gentleman wears has short sleeves and its fabric is cotton the pattern of it is color block it has a lapel neckline,MEN-Sweaters-id_00002809-01_1_front.jpg,gallery
MEN-Sweaters-id_00002809-04_1_front,id_00002809,DeepFashion-MultiModal,MEN_Sweaters,the upper clothing has short sleeves cotton fabric and color block patterns the neckline of it is lapel,MEN-Sweaters-id_00002809-04_1_front.jpg,gallery
MEN-Sweaters-id_00002902-01_1_front,id_00002902,DeepFashion-MultiModal,MEN_Sweaters,the person wears a short sleeve t shirt with graphic patterns the t shirt is with cotton fabric and its neckline is lapel there is an accessory on his wrist,MEN-Sweaters-id_00002902-01_1_front.jpg,gallery
MEN-Sweaters-id_00002921-01_1_front,id_00002921,DeepFashion-MultiModal,MEN_Sweaters,this gentleman is wearing a short sleeve t shirt with graphic patterns the t shirt is with cotton fabric it has a lapel neckline,MEN-Sweaters-id_00002921-01_1_front.jpg,gallery
MEN-Sweaters-id_00002921-03_1_front,id_00002921,DeepFashion-MultiModal,MEN_Sweaters,this guy wears a short sleeve shirt with graphic patterns the shirt is with cotton fabric and it has a lapel neckline the guy wears a pair of sunglasses,MEN-Sweaters-id_00002921-03_1_front.jpg,gallery
MEN-Sweaters-id_00003010-01_1_front,id_00003010,DeepFashion-MultiModal,MEN_Sweaters,the shirt the person wears has medium sleeves and its fabric is denim the pattern of it is pure color it has a lapel neckline,MEN-Sweaters-id_00003010-01_1_front.jpg,gallery
MEN-Sweaters-id_00003152-03_1_front,id_00003152,DeepFashion-MultiModal,MEN_Sweaters,this guy wears a long sleeve shirt with lattice patterns the shirt is with cotton fabric it has a lapel neckline there is a hat in his head,MEN-Sweaters-id_00003152-03_1_front.jpg,query
MEN-Sweaters-id_00003152-04_1_front,id_00003152,DeepFashion-MultiModal,MEN_Sweaters,the sweater this guy wears has long sleeves and its fabric is cotton the pattern of it is plaid it has a lapel neckline this guy wears a long trousers with cotton fabric and solid color patterns this guy is wearing a hat,MEN-Sweaters-id_00003152-04_1_front.jpg,gallery
MEN-Sweaters-id_00003216-01_1_front,id_00003216,DeepFashion-MultiModal,MEN_Sweaters,the person is wearing a short sleeve shirt with pure color patterns the shirt is with cotton fabric it has a lapel neckline,MEN-Sweaters-id_00003216-01_1_front.jpg,gallery
MEN-Sweaters-id_00003216-02_1_front,id_00003216,DeepFashion-MultiModal,MEN_Sweaters,the person wears a short sleeve shirt with pure color patterns the shirt is with cotton fabric and it has a lapel neckline,MEN-Sweaters-id_00003216-02_1_front.jpg,gallery
MEN-Sweaters-id_00003216-03_1_front,id_00003216,DeepFashion-MultiModal,MEN_Sweaters,the shirt this person wears has short sleeves and its fabric is cotton the pattern of it is solid color it has a lapel neckline,MEN-Sweaters-id_00003216-03_1_front.jpg,gallery
MEN-Sweaters-id_00003216-04_1_front,id_00003216,DeepFashion-MultiModal,MEN_Sweaters,the t shirt the person wears has short sleeves and its fabric is cotton the pattern of it is pure color it has a lapel neckline,MEN-Sweaters-id_00003216-04_1_front.jpg,gallery
MEN-Sweaters-id_00003216-05_1_front,id_00003216,DeepFashion-MultiModal,MEN_Sweaters,his shirt has short sleeves cotton fabric and solid color patterns it has a lapel neckline,MEN-Sweaters-id_00003216-05_1_front.jpg,gallery
MEN-Sweaters-id_00003216-06_1_front,id_00003216,DeepFashion-MultiModal,MEN_Sweaters,the person is wearing a short sleeve t shirt with solid color patterns the t shirt is with cotton fabric the neckline of the t shirt is lapel,MEN-Sweaters-id_00003216-06_1_front.jpg,gallery
MEN-Sweaters-id_00003393-01_1_front,id_00003393,DeepFashion-MultiModal,MEN_Sweaters,the upper clothing has short sleeves cotton fabric and graphic patterns the neckline of it is lapel this person has a hat in his head,MEN-Sweaters-id_00003393-01_1_front.jpg,gallery
MEN-Sweaters-id_00003427-07_1_front,id_00003427,DeepFashion-MultiModal,MEN_Sweaters,the guy wears a short sleeve t shirt with graphic patterns the t shirt is with cotton fabric it has a lapel neckline this gentleman has a hat in his head,MEN-Sweaters-id_00003427-07_1_front.jpg,query
MEN-Sweaters-id_00003427-08_1_front,id_00003427,DeepFashion-MultiModal,MEN_Sweaters,the t shirt the person wears has short sleeves and it is with cotton fabric and graphic patterns the neckline of the t shirt is lapel the guy wears a hat,MEN-Sweaters-id_00003427-08_1_front.jpg,gallery
MEN-Sweaters-id_00003427-09_1_front,id_00003427,DeepFashion-MultiModal,MEN_Sweaters,this guy is wearing a short sleeve shirt with graphic patterns the shirt is with cotton fabric it has a lapel neckline the guy is wearing a hat,MEN-Sweaters-id_00003427-09_1_front.jpg,gallery
MEN-Sweaters-id_00003527-01_1_front,id_00003527,DeepFashion-MultiModal,MEN_Sweaters,the upper clothing has short sleeves cotton fabric and graphic patterns the neckline of it is lapel,MEN-Sweaters-id_00003527-01_1_front.jpg,gallery
MEN-Sweaters-id_00003555-01_1_front,id_00003555,DeepFashion-MultiModal,MEN_Sweaters,the shirt the gentleman wears has short sleeves and it is with cotton fabric and lattice patterns the neckline of the shirt is lapel there is an accessory on his wrist,MEN-Sweaters-id_00003555-01_1_front.jpg,gallery
MEN-Sweaters-id_00003555-02_1_front,id_00003555,DeepFashion-MultiModal,MEN_Sweaters,this person is wearing a short sleeve t shirt with lattice patterns the t shirt is with cotton fabric it has a lapel neckline there is an accessory on his wrist,MEN-Sweaters-id_00003555-02_1_front.jpg,gallery
MEN-Sweaters-id_00003692-01_1_front,id_00003692,DeepFashion-MultiModal,MEN_Sweaters,the upper clothing has long sleeves cotton fabric and pure color patterns it has a lapel neckline,MEN-Sweaters-id_00003692-01_1_front.jpg,query
MEN-Sweaters-id_00003692-04_1_front,id_00003692,DeepFashion-MultiModal,MEN_Sweaters,the sweater this man wears has long sleeves and its fabric is cotton the pattern of it is pure color it has a lapel neckline,MEN-Sweaters-id_00003692-04_1_front.jpg,gallery
MEN-Sweaters-id_00003692-06_1_front,id_00003692,DeepFashion-MultiModal,MEN_Sweaters,his sweater has long sleeves cotton fabric and solid color patterns it has a lapel neckline,MEN-Sweaters-id_00003692-06_1_front.jpg,gallery
MEN-Sweaters-id_00003906-01_1_front,id_00003906,DeepFashion-MultiModal,MEN_Sweaters,this guy wears a long sleeve shirt with color block patterns the shirt is with cotton fabric it has a stand neckline the pants this guy wears is of three quarter length the pants are with cotton fabric and solid color patterns,MEN-Sweaters-id_00003906-01_1_front.jpg,gallery
MEN-Sweaters-id_00004076-01_1_front,id_00004076,DeepFashion-MultiModal,MEN_Sweaters,this gentleman wears a short sleeve shirt with color block patterns the shirt is with cotton fabric the neckline of the shirt is lapel,MEN-Sweaters-id_00004076-01_1_front.jpg,gallery
MEN-Sweaters-id_00004076-03_1_front,id_00004076,DeepFashion-MultiModal,MEN_Sweaters,this guy is wearing a short sleeve shirt with color block patterns the shirt is with cotton fabric it has a lapel neckline,MEN-Sweaters-id_00004076-03_1_front.jpg,gallery
MEN-Sweaters-id_00004076-04_1_front,id_00004076,DeepFashion-MultiModal,MEN_Sweaters,this gentleman wears a short sleeve shirt with color block patterns the shirt is with cotton fabric and its neckline is lapel,MEN-Sweaters-id_00004076-04_1_front.jpg,gallery
MEN-Sweaters-id_00004391-01_1_front,id_00004391,DeepFashion-MultiModal,MEN_Sweaters,the shirt this gentleman wears has long sleeves and it is with cotton fabric and plaid patterns the neckline of the shirt is lapel this gentleman wears a long trousers with denim fabric and pure color patterns,MEN-Sweaters-id_00004391-01_1_front.jpg,gallery
MEN-Sweaters-id_00004436-02_1_front,id_00004436,DeepFashion-MultiModal,MEN_Sweaters,this gentleman wears a long sleeve shirt with plaid patterns the shirt is with cotton fabric the neckline of the shirt is lapel the guy has a hat in his head,MEN-Sweaters-id_00004436-02_1_front.jpg,gallery
MEN-Sweaters-id_00004531-02_1_front,id_00004531,DeepFashion-MultiModal,MEN_Sweaters,the gentleman wears a short sleeve shirt with graphic patterns the shirt is with cotton fabric the neckline of the shirt is lapel,MEN-Sweaters-id_00004531-02_1_front.jpg,gallery
MEN-Sweaters-id_00004538-01_1_front,id_00004538,DeepFashion-MultiModal,MEN_Sweaters,his sweater has long sleeves cotton fabric and plaid patterns the neckline of it is lapel there is a hat in his head,MEN-Sweaters-id_00004538-01_1_front.jpg,gallery
MEN-Sweaters-id_00004636-01_1_front,id_00004636,DeepFashion-MultiModal,MEN_Sweaters,this gentleman wears a short sleeve shirt with graphic patterns the shirt is with cotton fabric the neckline of the shirt is lapel,MEN-Sweaters-id_00004636-01_1_front.jpg,gallery
MEN-Sweaters-id_00004638-01_1_front,id_00004638,DeepFashion-MultiModal,MEN_Sweaters,the person is wearing a long sleeve shirt with pure color patterns the shirt is with cotton fabric and its neckline is lapel there is an accessory on his wrist,MEN-Sweaters-id_00004638-01_1_front.jpg,gallery
MEN-Sweaters-id_00004638-02_1_front,id_00004638,DeepFashion-MultiModal,MEN_Sweaters,the shirt the guy wears has long sleeves and its fabric is cotton the pattern of it is pure color it has a lapel neckline there is an accessory on his wrist,MEN-Sweaters-id_00004638-02_1_front.jpg,gallery
MEN-Sweaters-id_00004638-05_1_front,id_00004638,DeepFashion-MultiModal,MEN_Sweaters,the guy wears a long sleeve sweater with solid color patterns the sweater is with cotton fabric and it has a lapel neckline there is an accessory on his wrist,MEN-Sweaters-id_00004638-05_1_front.jpg,gallery
MEN-Sweaters-id_00004638-06_1_front,id_00004638,DeepFashion-MultiModal,MEN_Sweaters,the person wears a long sleeve shirt with pure color patterns the shirt is with cotton fabric it has a lapel neckline,MEN-Sweaters-id_00004638-06_1_front.jpg,gallery
MEN-Sweaters-id_00004638-07_1_front,id_00004638,DeepFashion-MultiModal,MEN_Sweaters,his sweater has long sleeves cotton fabric and solid color patterns the neckline of it is lapel there is an accessory on his wrist,MEN-Sweaters-id_00004638-07_1_front.jpg,gallery
MEN-Sweaters-id_00004638-08_1_front,id_00004638,DeepFashion-MultiModal,MEN_Sweaters,the upper clothing has medium sleeves cotton fabric and pure color patterns it has a lapel neckline there is an accessory on his wrist,MEN-Sweaters-id_00004638-08_1_front.jpg,gallery
MEN-Sweaters-id_00004638-09_1_front,id_00004638,DeepFashion-MultiModal,MEN_Sweaters,the shirt the guy wears has long sleeves its fabric is cotton and it has solid color patterns the shirt has a lapel neckline there is an accessory on his wrist,MEN-Sweaters-id_00004638-09_1_front.jpg,gallery
MEN-Sweaters-id_00004806-01_1_front,id_00004806,DeepFashion-MultiModal,MEN_Sweaters,the t shirt the guy wears has short sleeves its fabric is cotton and it has graphic patterns the t shirt has a lapel neckline,MEN-Sweaters-id_00004806-01_1_front.jpg,gallery
MEN-Sweaters-id_00004959-02_1_front,id_00004959,DeepFashion-MultiModal,MEN_Sweaters,the guy wears a long sleeve shirt with pure color patterns the shirt is with cotton fabric and its neckline is lapel the outer clothing this person wears is with cotton fabric and lattice patterns the gentleman is wearing a hat,MEN-Sweaters-id_00004959-02_1_front.jpg,query
MEN-Sweaters-id_00004959-03_1_front,id_00004959,DeepFashion-MultiModal,MEN_Sweaters,his sweater has long sleeves cotton fabric and pure color patterns the neckline of it is lapel the outer clothing is with cotton fabric and lattice patterns,MEN-Sweaters-id_00004959-03_1_front.jpg,gallery
MEN-Sweaters-id_00005021-01_1_front,id_00005021,DeepFashion-MultiModal,MEN_Sweaters,the shirt this guy wears has long sleeves and it is with cotton fabric and pure color patterns the neckline of the shirt is lapel there is an accessory on his wrist,MEN-Sweaters-id_00005021-01_1_front.jpg,gallery
MEN-Sweaters-id_00005021-02_1_front,id_00005021,DeepFashion-MultiModal,MEN_Sweaters,the guy is wearing a long sleeve sweater with solid color patterns the sweater is with cotton fabric the neckline of the sweater is lapel there is an accessory on his wrist,MEN-Sweaters-id_00005021-02_1_front.jpg,gallery
MEN-Sweaters-id_00005021-05_1_front,id_00005021,DeepFashion-MultiModal,MEN_Sweaters,the shirt this guy wears has long sleeves its fabric is cotton and it has pure color patterns the shirt has a lapel neckline,MEN-Sweaters-id_00005021-05_1_front.jpg,query
MEN-Sweaters-id_00005063-01_1_front,id_00005063,DeepFashion-MultiModal,MEN_Sweaters,the shirt the guy wears has long sleeves and its fabric is cotton the pattern of it is color block it has a lapel neckline,MEN-Sweaters-id_00005063-01_1_front.jpg,gallery
MEN-Sweaters-id_00005177-03_1_front,id_00005177,DeepFashion-MultiModal,MEN_Sweaters,the upper clothing has long sleeves cotton fabric and stripe patterns the neckline of it is lapel,MEN-Sweaters-id_00005177-03_1_front.jpg,gallery
MEN-Sweaters-id_00005177-04_1_front,id_00005177,DeepFashion-MultiModal,MEN_Sweaters,the upper clothing has long sleeves cotton fabric and striped patterns the neckline of it is lapel,MEN-Sweaters-id_00005177-04_1_front.jpg,query
MEN-Sweaters-id_00005450-01_1_front,id_00005450,DeepFashion-MultiModal,MEN_Sweaters,this person wears a long sleeve sweater with lattice patterns and a long pants the sweater is with cotton fabric the neckline of the sweater is lapel the pants are with denim fabric and solid color patterns,MEN-Sweaters-id_00005450-01_1_front.jpg,gallery
MEN-Sweaters-id_00005515-01_1_front,id_00005515,DeepFashion-MultiModal,MEN_Sweaters,the guy wears a short sleeve shirt with solid color patterns and a short pants the shirt is with denim fabric the neckline of the shirt is lapel the pants are with cotton fabric and solid color patterns this man wears a pair of sunglasses,MEN-Sweaters-id_00005515-01_1_front.jpg,gallery
MEN-Sweaters-id_00005557-08_1_front,id_00005557,DeepFashion-MultiModal,MEN_Sweaters,the shirt this person wears has long sleeves and it is with cotton fabric and solid color patterns the neckline of the shirt is lapel,MEN-Sweaters-id_00005557-08_1_front.jpg,gallery
MEN-Sweaters-id_00005697-01_1_front,id_00005697,DeepFashion-MultiModal,MEN_Sweaters,the shirt the person wears has short sleeves and its fabric is cotton the pattern of it is striped it has a lapel neckline,MEN-Sweaters-id_00005697-01_1_front.jpg,gallery
MEN-Sweaters-id_00005876-01_1_front,id_00005876,DeepFashion-MultiModal,MEN_Sweaters,this person wears a long sleeve shirt with pure color patterns the shirt is with cotton fabric it has a lapel neckline this person wears a long trousers the trousers are with cotton fabric and solid color patterns,MEN-Sweaters-id_00005876-01_1_front.jpg,gallery
MEN-Sweaters-id_00005876-02_1_front,id_00005876,DeepFashion-MultiModal,MEN_Sweaters,this guy wears a long sleeve shirt with solid color patterns the shirt is with cotton fabric and it has a lapel neckline there is a ring on his finger there is an accessory on his wrist,MEN-Sweaters-id_00005876-02_1_front.jpg,gallery
MEN-Sweaters-id_00006356-01_1_front,id_00006356,DeepFashion-MultiModal,MEN_Sweaters,his t shirt has short sleeves denim fabric and solid color patterns it has a lapel neckline,MEN-Sweaters-id_00006356-01_1_front.jpg,gallery
MEN-Sweaters-id_00006644-01_1_front,id_00006644,DeepFashion-MultiModal,MEN_Sweaters,this guy is wearing a long sleeve sweater with solid color patterns the sweater is with cotton fabric and its neckline is lapel,MEN-Sweaters-id_00006644-01_1_front.jpg,gallery
MEN-Sweaters-id_00006703-01_1_front,id_00006703,DeepFashion-MultiModal,MEN_Sweaters,the person wears a short sleeve t shirt with graphic patterns the t shirt is with cotton fabric and it has a lapel neckline,MEN-Sweaters-id_00006703-01_1_front.jpg,gallery
MEN-Sweaters-id_00006812-03_1_front,id_00006812,DeepFashion-MultiModal,MEN_Sweaters,the person wears a short sleeve shirt with striped patterns the shirt is with cotton fabric it has a lapel neckline there is an accessory on his wrist,MEN-Sweaters-id_00006812-03_1_front.jpg,gallery
MEN-Sweaters-id_00006812-04_1_front,id_00006812,DeepFashion-MultiModal,MEN_Sweaters,this gentleman is wearing a short sleeve t shirt with stripe patterns the t shirt is with cotton fabric it has a lapel neckline there is an accessory on his wrist,MEN-Sweaters-id_00006812-04_1_front.jpg,gallery
MEN-Sweaters-id_00007090-02_1_front,id_00007090,DeepFashion-MultiModal,MEN_Sweaters,the guy is wearing a short sleeve shirt with graphic patterns the shirt is with cotton fabric and its neckline is lapel,MEN-Sweaters-id_00007090-02_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000006-01_1_front,id_00000006,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,the upper clothing has medium sleeves cotton fabric and solid color patterns it has a crew neckline,MEN-Sweatshirts_Hoodies-id_00000006-01_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000006-02_1_front,id_00000006,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,this gentleman is wearing a medium sleeve shirt with solid color patterns the shirt is with cotton fabric the neckline of the shirt is crew,MEN-Sweatshirts_Hoodies-id_00000006-02_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000051-01_1_front,id_00000051,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,the upper clothing has long sleeves cotton fabric and solid color patterns it has a round neckline,MEN-Sweatshirts_Hoodies-id_00000051-01_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000146-02_1_front,id_00000146,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,the guy wears a long sleeve shirt with graphic patterns the shirt is with cotton fabric and its neckline is round the gentleman has a hat in his head,MEN-Sweatshirts_Hoodies-id_00000146-02_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000319-01_1_front,id_00000319,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,the sweater this guy wears has long sleeves and its fabric is cotton the pattern of it is graphic it has a crew neckline this guy wears a long pants with cotton fabric and pure color patterns,MEN-Sweatshirts_Hoodies-id_00000319-01_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000428-05_1_front,id_00000428,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,his sweater has long sleeves cotton fabric and pure color patterns the neckline of it is round there is an accessory on his wrist,MEN-Sweatshirts_Hoodies-id_00000428-05_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000428-06_1_front,id_00000428,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,his sweater has long sleeves cotton fabric and solid color patterns the neckline of it is round the outer clothing the person wears is with cotton fabric and color block patterns there is an accessory on his wrist this man is wearing a ring on his finger,MEN-Sweatshirts_Hoodies-id_00000428-06_1_front.jpg,query
MEN-Sweatshirts_Hoodies-id_00000428-07_1_front,id_00000428,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,his sweater has long sleeves cotton fabric and solid color patterns the neckline of it is crew the outer clothing is with cotton fabric and color block patterns there is an accessory on his wrist,MEN-Sweatshirts_Hoodies-id_00000428-07_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000689-01_1_front,id_00000689,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,the upper clothing has long sleeves cotton fabric and graphic patterns the neckline of it is crew,MEN-Sweatshirts_Hoodies-id_00000689-01_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000756-01_1_front,id_00000756,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,the shirt this guy wears has long sleeves its fabric is cotton and it has graphic patterns the shirt has a round neckline,MEN-Sweatshirts_Hoodies-id_00000756-01_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000881-01_1_front,id_00000881,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,this person is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric the neckline of the sweater is crew the gentleman has a hat in his head the person is wearing a ring on his finger,MEN-Sweatshirts_Hoodies-id_00000881-01_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000881-02_1_front,id_00000881,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,the shirt the gentleman wears has long sleeves and its fabric is cotton the pattern of it is pure color it has a round neckline the gentleman wears a long trousers with cotton fabric and solid color patterns this man wears a ring,MEN-Sweatshirts_Hoodies-id_00000881-02_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000881-04_1_front,id_00000881,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,the gentleman is wearing a medium sleeve shirt with pure color patterns the shirt is with cotton fabric and its neckline is crew the gentleman wears a long pants the pants are with cotton fabric and solid color patterns this man wears a ring,MEN-Sweatshirts_Hoodies-id_00000881-04_1_front.jpg,gallery
MEN-Sweatshirts_Hoodies-id_00000911-01_1_front,id_00000911,DeepFashion-MultiModal,MEN_Sweatshirts_Hoodies,the person wears a long sleeve shirt with graphic patterns the shirt is with cotton fabric and its neckline is crew there is a hat in his head,MEN-Sweatshirts_Hoodies-id_00000911-01_1_front.jpg,gallery
