vec_row,image_id,item_id,split,view,gender,product_type,category,row_in_captions,caption,clean_caption,text_only_input,fashion_clip_prompt
4020,WOMEN-Dresses-id_00001076-02_7_additional,id_00001076,train,additional,WOMEN,Dresses,WOMEN_Dresses,4020,This person is wearing a tank tank top with graphic patterns and a long trousers. The tank top is with cotton fabric and its neckline is suspenders. The trousers are with cotton fabric and graphic patterns. There is an accessory on her wrist. This lady wears a ring. The female has neckwear.,this person is wearing a tank tank top with graphic patterns and a long trousers the tank top is with cotton fabric and its neckline is suspenders the trousers are with cotton fabric and graphic patterns there is an accessory on her wrist this lady wears a ring the female has neckwear,this person is wearing a tank tank top with graphic patterns and a long trousers the tank top is with cotton fabric and its neckline is suspenders the trousers are with cotton fabric and graphic patterns there is an accessory on her wrist this lady wears a ring the female has neckwear,"a photo of a women dresses, this person is wearing a tank tank top with graphic patterns and a long trousers the tank top is with cotton fabric and its neckline is suspenders the trousers are with cotton fabric and graphic patterns there is an accessory on her wrist this lady wears a ring the female has neckwear"
4021,WOMEN-Dresses-id_00001076-03_1_front,id_00001076,train,front,WOMEN,Dresses,WOMEN_Dresses,4021,"The upper clothing has sleeves cut off, cotton fabric and graphic patterns. The neckline of it is suspenders. The lower clothing is of long length. The fabric is cotton and it has graphic patterns. There is an accessory on her wrist. The female has neckwear. This woman is wearing a ring on her finger.",the upper clothing has sleeves cut off cotton fabric and graphic patterns the neckline of it is suspenders the lower clothing is of long length the fabric is cotton and it has graphic patterns there is an accessory on her wrist the female has neckwear this woman is wearing a ring on her finger,the upper clothing has sleeves cut off cotton fabric and graphic patterns the neckline of it is suspenders the lower clothing is of long length the fabric is cotton and it has graphic patterns there is an accessory on her wrist the female has neckwear this woman is wearing a ring on her finger,"a photo of a women dresses, the upper clothing has sleeves cut off cotton fabric and graphic patterns the neckline of it is suspenders the lower clothing is of long length the fabric is cotton and it has graphic patterns there is an accessory on her wrist the female has neckwear this woman is wearing a ring on her finger"
4022,WOMEN-Dresses-id_00001076-03_2_side,id_00001076,train,side,WOMEN,Dresses,WOMEN_Dresses,4022,"The tank top the person wears has no sleeves and its fabric is cotton. The pattern of it is graphic. The person wears a long trousers, with cotton fabric and graphic patterns. There is an accessory on her wrist. This female has neckwear. This lady wears a ring.",the tank top the person wears has no sleeves and its fabric is cotton the pattern of it is graphic the person wears a long trousers with cotton fabric and graphic patterns there is an accessory on her wrist this female has neckwear this lady wears a ring,the tank top the person wears has no sleeves and its fabric is cotton the pattern of it is graphic the person wears a long trousers with cotton fabric and graphic patterns there is an accessory on her wrist this female has neckwear this lady wears a ring,"a photo of a women dresses, the tank top the person wears has no sleeves and its fabric is cotton the pattern of it is graphic the person wears a long trousers with cotton fabric and graphic patterns there is an accessory on her wrist this female has neckwear this lady wears a ring"
4023,WOMEN-Dresses-id_00001076-03_7_additional,id_00001076,train,additional,WOMEN,Dresses,WOMEN_Dresses,4023,"The tank top this female wears has no sleeves and it is with cotton fabric and graphic patterns. This female wears a long trousers, with cotton fabric and graphic patterns. This female has neckwear. There is an accessory on her wrist. There is a ring on her finger.",the tank top this female wears has no sleeves and it is with cotton fabric and graphic patterns this female wears a long trousers with cotton fabric and graphic patterns this female has neckwear there is an accessory on her wrist there is a ring on her finger,the tank top this female wears has no sleeves and it is with cotton fabric and graphic patterns this female wears a long trousers with cotton fabric and graphic patterns this female has neckwear there is an accessory on her wrist there is a ring on her finger,"a photo of a women dresses, the tank top this female wears has no sleeves and it is with cotton fabric and graphic patterns this female wears a long trousers with cotton fabric and graphic patterns this female has neckwear there is an accessory on her wrist there is a ring on her finger"
4024,WOMEN-Dresses-id_00001085-02_4_full,id_00001085,gallery,full,WOMEN,Dresses,WOMEN_Dresses,4024,"The upper clothing has no sleeves, cotton fabric and graphic patterns. It has a round neckline. The lower clothing is of three-point length. The fabric is cotton and it has pure color patterns. There is an accessory on her wrist. The person has neckwear.",the upper clothing has no sleeves cotton fabric and graphic patterns it has a round neckline the lower clothing is of three point length the fabric is cotton and it has pure color patterns there is an accessory on her wrist the person has neckwear,the upper clothing has no sleeves cotton fabric and graphic patterns it has a round neckline the lower clothing is of three point length the fabric is cotton and it has pure color patterns there is an accessory on her wrist the person has neckwear,"a photo of a women dresses, the upper clothing has no sleeves cotton fabric and graphic patterns it has a round neckline the lower clothing is of three point length the fabric is cotton and it has pure color patterns there is an accessory on her wrist the person has neckwear"
4025,WOMEN-Dresses-id_00001085-05_4_full,id_00001085,query,full,WOMEN,Dresses,WOMEN_Dresses,4025,The person wears a tank tank top with graphic patterns. The tank top is with cotton fabric. The person wears a three-point pants. The pants are with cotton fabric and solid color patterns. The outer clothing this woman wears is with leather fabric and pure color patterns. There is a ring on her finger. There is an accessory on her wrist.,the person wears a tank tank top with graphic patterns the tank top is with cotton fabric the person wears a three point pants the pants are with cotton fabric and solid color patterns the outer clothing this woman wears is with leather fabric and pure color patterns there is a ring on her finger there is an accessory on her wrist,the person wears a tank tank top with graphic patterns the tank top is with cotton fabric the person wears a three point pants the pants are with cotton fabric and solid color patterns the outer clothing this woman wears is with leather fabric and pure color patterns there is a ring on her finger there is an accessory on her wrist,"a photo of a women dresses, the person wears a tank tank top with graphic patterns the tank top is with cotton fabric the person wears a three point pants the pants are with cotton fabric and solid color patterns the outer clothing this woman wears is with leather fabric and pure color patterns there is a ring on her finger there is an accessory on her wrist"
4026,WOMEN-Dresses-id_00001089-03_4_full,id_00001089,train,full,WOMEN,Dresses,WOMEN_Dresses,4026,This woman wears a long-sleeve shirt with graphic patterns. The shirt is with chiffon fabric. It has a v-shape neckline. This woman wears a three-point shorts. The shorts are with chiffon fabric and pure color patterns. The lady wears a ring. This female has neckwear.,this woman wears a long sleeve shirt with graphic patterns the shirt is with chiffon fabric it has a v shape neckline this woman wears a three point shorts the shorts are with chiffon fabric and pure color patterns the lady wears a ring this female has neckwear,this woman wears a long sleeve shirt with graphic patterns the shirt is with chiffon fabric it has a v shape neckline this woman wears a three point shorts the shorts are with chiffon fabric and pure color patterns the lady wears a ring this female has neckwear,"a photo of a women dresses, this woman wears a long sleeve shirt with graphic patterns the shirt is with chiffon fabric it has a v shape neckline this woman wears a three point shorts the shorts are with chiffon fabric and pure color patterns the lady wears a ring this female has neckwear"
4027,WOMEN-Dresses-id_00001100-02_1_front,id_00001100,query,front,WOMEN,Dresses,WOMEN_Dresses,4027,The female is wearing a tank tank top with graphic patterns. The tank top is with chiffon fabric. It has a v-shape neckline. The trousers the female wears is of long length. The trousers are with chiffon fabric and graphic patterns. There is an accessory on her wrist. The person has neckwear. The person is wearing a ring on her finger.,the female is wearing a tank tank top with graphic patterns the tank top is with chiffon fabric it has a v shape neckline the trousers the female wears is of long length the trousers are with chiffon fabric and graphic patterns there is an accessory on her wrist the person has neckwear the person is wearing a ring on her finger,the female is wearing a tank tank top with graphic patterns the tank top is with chiffon fabric it has a v shape neckline the trousers the female wears is of long length the trousers are with chiffon fabric and graphic patterns there is an accessory on her wrist the person has neckwear the person is wearing a ring on her finger,"a photo of a women dresses, the female is wearing a tank tank top with graphic patterns the tank top is with chiffon fabric it has a v shape neckline the trousers the female wears is of long length the trousers are with chiffon fabric and graphic patterns there is an accessory on her wrist the person has neckwear the person is wearing a ring on her finger"
4028,WOMEN-Dresses-id_00001100-02_2_side,id_00001100,gallery,side,WOMEN,Dresses,WOMEN_Dresses,4028,This woman wears a sleeveless tank shirt with graphic patterns. The tank shirt is with chiffon fabric. It has a v-shape neckline. This woman wears a long pants. The pants are with chiffon fabric and graphic patterns. This person is wearing a ring on her finger. The person has neckwear. There is an accessory on her wrist.,this woman wears a sleeveless tank shirt with graphic patterns the tank shirt is with chiffon fabric it has a v shape neckline this woman wears a long pants the pants are with chiffon fabric and graphic patterns this person is wearing a ring on her finger the person has neckwear there is an accessory on her wrist,this woman wears a sleeveless tank shirt with graphic patterns the tank shirt is with chiffon fabric it has a v shape neckline this woman wears a long pants the pants are with chiffon fabric and graphic patterns this person is wearing a ring on her finger the person has neckwear there is an accessory on her wrist,"a photo of a women dresses, this woman wears a sleeveless tank shirt with graphic patterns the tank shirt is with chiffon fabric it has a v shape neckline this woman wears a long pants the pants are with chiffon fabric and graphic patterns this person is wearing a ring on her finger the person has neckwear there is an accessory on her wrist"
4029,WOMEN-Dresses-id_00001100-02_7_additional,id_00001100,query,additional,WOMEN,Dresses,WOMEN_Dresses,4029,The person wears a tank tank top with graphic patterns. The tank top is with chiffon fabric. The trousers the person wears is of long length. The trousers are with chiffon fabric and graphic patterns. There is an accessory on her wrist. There is an accessory in his her neck.,the person wears a tank tank top with graphic patterns the tank top is with chiffon fabric the trousers the person wears is of long length the trousers are with chiffon fabric and graphic patterns there is an accessory on her wrist there is an accessory in his her neck,the person wears a tank tank top with graphic patterns the tank top is with chiffon fabric the trousers the person wears is of long length the trousers are with chiffon fabric and graphic patterns there is an accessory on her wrist there is an accessory in his her neck,"a photo of a women dresses, the person wears a tank tank top with graphic patterns the tank top is with chiffon fabric the trousers the person wears is of long length the trousers are with chiffon fabric and graphic patterns there is an accessory on her wrist there is an accessory in his her neck"
4030,WOMEN-Dresses-id_00001119-03_7_additional,id_00001119,train,additional,WOMEN,Dresses,WOMEN_Dresses,4030,This lady is wearing a long-sleeve sweater with pure color patterns. The sweater is with cotton fabric and its neckline is v-shape. This lady wears a three-point shorts. The shorts are with cotton fabric and solid color patterns. The lady wears a ring. There is an accessory on her wrist.,this lady is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric and its neckline is v shape this lady wears a three point shorts the shorts are with cotton fabric and solid color patterns the lady wears a ring there is an accessory on her wrist,this lady is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric and its neckline is v shape this lady wears a three point shorts the shorts are with cotton fabric and solid color patterns the lady wears a ring there is an accessory on her wrist,"a photo of a women dresses, this lady is wearing a long sleeve sweater with pure color patterns the sweater is with cotton fabric and its neckline is v shape this lady wears a three point shorts the shorts are with cotton fabric and solid color patterns the lady wears a ring there is an accessory on her wrist"
4031,WOMEN-Dresses-id_00001119-04_7_additional,id_00001119,train,additional,WOMEN,Dresses,WOMEN_Dresses,4031,"Her sweater has long sleeves, cotton fabric and solid color patterns. The neckline of it is v-shape. The shorts the person wears is of three-point length. The shorts are with cotton fabric and pure color patterns. The female wears a ring.",her sweater has long sleeves cotton fabric and solid color patterns the neckline of it is v shape the shorts the person wears is of three point length the shorts are with cotton fabric and pure color patterns the female wears a ring,her sweater has long sleeves cotton fabric and solid color patterns the neckline of it is v shape the shorts the person wears is of three point length the shorts are with cotton fabric and pure color patterns the female wears a ring,"a photo of a women dresses, her sweater has long sleeves cotton fabric and solid color patterns the neckline of it is v shape the shorts the person wears is of three point length the shorts are with cotton fabric and pure color patterns the female wears a ring"
4032,WOMEN-Dresses-id_00001122-02_4_full,id_00001122,train,full,WOMEN,Dresses,WOMEN_Dresses,4032,"Her tank top has sleeves cut off, chiffon fabric and graphic patterns. The neckline of it is crew. The pants this woman wears is of three-point length. The pants are with chiffon fabric and graphic patterns. The person wears a ring.",her tank top has sleeves cut off chiffon fabric and graphic patterns the neckline of it is crew the pants this woman wears is of three point length the pants are with chiffon fabric and graphic patterns the person wears a ring,her tank top has sleeves cut off chiffon fabric and graphic patterns the neckline of it is crew the pants this woman wears is of three point length the pants are with chiffon fabric and graphic patterns the person wears a ring,"a photo of a women dresses, her tank top has sleeves cut off chiffon fabric and graphic patterns the neckline of it is crew the pants this woman wears is of three point length the pants are with chiffon fabric and graphic patterns the person wears a ring"
4033,WOMEN-Dresses-id_00001124-03_4_full,id_00001124,query,full,WOMEN,Dresses,WOMEN_Dresses,4033,"Her shirt has short sleeves, cotton fabric and solid color patterns. It has a crew neckline. The pants this lady wears is of three-point length. The pants are with cotton fabric and pure color patterns. There is a ring on her finger. There is an accessory on her wrist.",her shirt has short sleeves cotton fabric and solid color patterns it has a crew neckline the pants this lady wears is of three point length the pants are with cotton fabric and pure color patterns there is a ring on her finger there is an accessory on her wrist,her shirt has short sleeves cotton fabric and solid color patterns it has a crew neckline the pants this lady wears is of three point length the pants are with cotton fabric and pure color patterns there is a ring on her finger there is an accessory on her wrist,"a photo of a women dresses, her shirt has short sleeves cotton fabric and solid color patterns it has a crew neckline the pants this lady wears is of three point length the pants are with cotton fabric and pure color patterns there is a ring on her finger there is an accessory on her wrist"
4034,WOMEN-Dresses-id_00001124-04_4_full,id_00001124,query,full,WOMEN,Dresses,WOMEN_Dresses,4034,The person is wearing a short-sleeve shirt with pure color patterns. The shirt is with cotton fabric. It has a crew neckline. The shorts the person wears is of three-point length. The shorts are with cotton fabric and solid color patterns. There is an accessory on her wrist. This woman wears sunglasses. This person is wearing a ring on her finger.,the person is wearing a short sleeve shirt with pure color patterns the shirt is with cotton fabric it has a crew neckline the shorts the person wears is of three point length the shorts are with cotton fabric and solid color patterns there is an accessory on her wrist this woman wears sunglasses this person is wearing a ring on her finger,the person is wearing a short sleeve shirt with pure color patterns the shirt is with cotton fabric it has a crew neckline the shorts the person wears is of three point length the shorts are with cotton fabric and solid color patterns there is an accessory on her wrist this woman wears sunglasses this person is wearing a ring on her finger,"a photo of a women dresses, the person is wearing a short sleeve shirt with pure color patterns the shirt is with cotton fabric it has a crew neckline the shorts the person wears is of three point length the shorts are with cotton fabric and solid color patterns there is an accessory on her wrist this woman wears sunglasses this person is wearing a ring on her finger"
4035,WOMEN-Dresses-id_00001133-01_1_front,id_00001133,train,front,WOMEN,Dresses,WOMEN_Dresses,4035,This person wears a short-sleeve shirt with solid color patterns and a short shorts. The shirt is with chiffon fabric and its neckline is crew. The shorts are with chiffon fabric and solid color patterns. There is an accessory on her wrist. This woman is wearing a ring on her finger.,this person wears a short sleeve shirt with solid color patterns and a short shorts the shirt is with chiffon fabric and its neckline is crew the shorts are with chiffon fabric and solid color patterns there is an accessory on her wrist this woman is wearing a ring on her finger,this person wears a short sleeve shirt with solid color patterns and a short shorts the shirt is with chiffon fabric and its neckline is crew the shorts are with chiffon fabric and solid color patterns there is an accessory on her wrist this woman is wearing a ring on her finger,"a photo of a women dresses, this person wears a short sleeve shirt with solid color patterns and a short shorts the shirt is with chiffon fabric and its neckline is crew the shorts are with chiffon fabric and solid color patterns there is an accessory on her wrist this woman is wearing a ring on her finger"
4036,WOMEN-Dresses-id_00001133-01_7_additional,id_00001133,train,additional,WOMEN,Dresses,WOMEN_Dresses,4036,The lady is wearing a short-sleeve shirt with solid color patterns and a short shorts. The shirt is with chiffon fabric and its neckline is round. The shorts are with chiffon fabric and solid color patterns. This lady wears a ring. There is an accessory on her wrist.,the lady is wearing a short sleeve shirt with solid color patterns and a short shorts the shirt is with chiffon fabric and its neckline is round the shorts are with chiffon fabric and solid color patterns this lady wears a ring there is an accessory on her wrist,the lady is wearing a short sleeve shirt with solid color patterns and a short shorts the shirt is with chiffon fabric and its neckline is round the shorts are with chiffon fabric and solid color patterns this lady wears a ring there is an accessory on her wrist,"a photo of a women dresses, the lady is wearing a short sleeve shirt with solid color patterns and a short shorts the shirt is with chiffon fabric and its neckline is round the shorts are with chiffon fabric and solid color patterns this lady wears a ring there is an accessory on her wrist"
4037,WOMEN-Dresses-id_00001133-02_1_front,id_00001133,train,front,WOMEN,Dresses,WOMEN_Dresses,4037,"The upper clothing has short sleeves, chiffon fabric and solid color patterns. The neckline of it is round. The lower clothing is of short length. The fabric is chiffon and it has solid color patterns. There is an accessory on her wrist. The person is wearing a ring on her finger.",the upper clothing has short sleeves chiffon fabric and solid color patterns the neckline of it is round the lower clothing is of short length the fabric is chiffon and it has solid color patterns there is an accessory on her wrist the person is wearing a ring on her finger,the upper clothing has short sleeves chiffon fabric and solid color patterns the neckline of it is round the lower clothing is of short length the fabric is chiffon and it has solid color patterns there is an accessory on her wrist the person is wearing a ring on her finger,"a photo of a women dresses, the upper clothing has short sleeves chiffon fabric and solid color patterns the neckline of it is round the lower clothing is of short length the fabric is chiffon and it has solid color patterns there is an accessory on her wrist the person is wearing a ring on her finger"
4038,WOMEN-Dresses-id_00001133-02_7_additional,id_00001133,train,additional,WOMEN,Dresses,WOMEN_Dresses,4038,The lady is wearing a short-sleeve shirt with pure color patterns. The shirt is with chiffon fabric. The shorts the lady wears is of medium length. The shorts are with chiffon fabric and pure color patterns. There is an accessory on her wrist.,the lady is wearing a short sleeve shirt with pure color patterns the shirt is with chiffon fabric the shorts the lady wears is of medium length the shorts are with chiffon fabric and pure color patterns there is an accessory on her wrist,the lady is wearing a short sleeve shirt with pure color patterns the shirt is with chiffon fabric the shorts the lady wears is of medium length the shorts are with chiffon fabric and pure color patterns there is an accessory on her wrist,"a photo of a women dresses, the lady is wearing a short sleeve shirt with pure color patterns the shirt is with chiffon fabric the shorts the lady wears is of medium length the shorts are with chiffon fabric and pure color patterns there is an accessory on her wrist"
4039,WOMEN-Dresses-id_00001139-02_4_full,id_00001139,train,full,WOMEN,Dresses,WOMEN_Dresses,4039,"The upper clothing has sleeves cut off, chiffon fabric and solid color patterns. It has a v-shape neckline. The lower clothing is of three-point length. The fabric is chiffon and it has pure color patterns. There is an accessory on her wrist. There is a ring on her finger.",the upper clothing has sleeves cut off chiffon fabric and solid color patterns it has a v shape neckline the lower clothing is of three point length the fabric is chiffon and it has pure color patterns there is an accessory on her wrist there is a ring on her finger,the upper clothing has sleeves cut off chiffon fabric and solid color patterns it has a v shape neckline the lower clothing is of three point length the fabric is chiffon and it has pure color patterns there is an accessory on her wrist there is a ring on her finger,"a photo of a women dresses, the upper clothing has sleeves cut off chiffon fabric and solid color patterns it has a v shape neckline the lower clothing is of three point length the fabric is chiffon and it has pure color patterns there is an accessory on her wrist there is a ring on her finger"
4040,WOMEN-Dresses-id_00001149-01_1_front,id_00001149,query,front,WOMEN,Dresses,WOMEN_Dresses,4040,The female is wearing a long-sleeve sweater with graphic patterns. The sweater is with chiffon fabric. It has a crew neckline. The female wears a three-point shorts. The shorts are with chiffon fabric and graphic patterns. The person has neckwear. There is an accessory on her wrist.,the female is wearing a long sleeve sweater with graphic patterns the sweater is with chiffon fabric it has a crew neckline the female wears a three point shorts the shorts are with chiffon fabric and graphic patterns the person has neckwear there is an accessory on her wrist,the female is wearing a long sleeve sweater with graphic patterns the sweater is with chiffon fabric it has a crew neckline the female wears a three point shorts the shorts are with chiffon fabric and graphic patterns the person has neckwear there is an accessory on her wrist,"a photo of a women dresses, the female is wearing a long sleeve sweater with graphic patterns the sweater is with chiffon fabric it has a crew neckline the female wears a three point shorts the shorts are with chiffon fabric and graphic patterns the person has neckwear there is an accessory on her wrist"
4041,WOMEN-Dresses-id_00001149-01_3_back,id_00001149,gallery,back,WOMEN,Dresses,WOMEN_Dresses,4041,The female is wearing a long-sleeve shirt with graphic patterns and a three-point shorts. The shirt is with chiffon fabric. The shorts are with chiffon fabric and graphic patterns. There is an accessory on her wrist.,the female is wearing a long sleeve shirt with graphic patterns and a three point shorts the shirt is with chiffon fabric the shorts are with chiffon fabric and graphic patterns there is an accessory on her wrist,the female is wearing a long sleeve shirt with graphic patterns and a three point shorts the shirt is with chiffon fabric the shorts are with chiffon fabric and graphic patterns there is an accessory on her wrist,"a photo of a women dresses, the female is wearing a long sleeve shirt with graphic patterns and a three point shorts the shirt is with chiffon fabric the shorts are with chiffon fabric and graphic patterns there is an accessory on her wrist"
4042,WOMEN-Dresses-id_00001149-01_7_additional,id_00001149,query,additional,WOMEN,Dresses,WOMEN_Dresses,4042,"The sweater this woman wears has long sleeves and its fabric is chiffon. The pattern of it is graphic. This woman wears a three-point shorts, with chiffon fabric and graphic patterns. There is an accessory on her wrist. This female has neckwear.",the sweater this woman wears has long sleeves and its fabric is chiffon the pattern of it is graphic this woman wears a three point shorts with chiffon fabric and graphic patterns there is an accessory on her wrist this female has neckwear,the sweater this woman wears has long sleeves and its fabric is chiffon the pattern of it is graphic this woman wears a three point shorts with chiffon fabric and graphic patterns there is an accessory on her wrist this female has neckwear,"a photo of a women dresses, the sweater this woman wears has long sleeves and its fabric is chiffon the pattern of it is graphic this woman wears a three point shorts with chiffon fabric and graphic patterns there is an accessory on her wrist this female has neckwear"
4043,WOMEN-Dresses-id_00001154-01_4_full,id_00001154,train,full,WOMEN,Dresses,WOMEN_Dresses,4043,"The tank top this person wears has sleeves cut off and it is with chiffon fabric and graphic patterns. The neckline of the tank top is v-shape. This person wears a three-point pants, with chiffon fabric and graphic patterns. This female wears a ring. There is an accessory on her wrist.",the tank top this person wears has sleeves cut off and it is with chiffon fabric and graphic patterns the neckline of the tank top is v shape this person wears a three point pants with chiffon fabric and graphic patterns this female wears a ring there is an accessory on her wrist,the tank top this person wears has sleeves cut off and it is with chiffon fabric and graphic patterns the neckline of the tank top is v shape this person wears a three point pants with chiffon fabric and graphic patterns this female wears a ring there is an accessory on her wrist,"a photo of a women dresses, the tank top this person wears has sleeves cut off and it is with chiffon fabric and graphic patterns the neckline of the tank top is v shape this person wears a three point pants with chiffon fabric and graphic patterns this female wears a ring there is an accessory on her wrist"
4044,WOMEN-Dresses-id_00001156-06_1_front,id_00001156,train,front,WOMEN,Dresses,WOMEN_Dresses,4044,This lady is wearing a tank tank shirt with solid color patterns and a long trousers. The tank shirt is with chiffon fabric. The neckline of the tank shirt is suspenders. The trousers are with chiffon fabric and solid color patterns. The female wears a ring. There is an accessory on her wrist.,this lady is wearing a tank tank shirt with solid color patterns and a long trousers the tank shirt is with chiffon fabric the neckline of the tank shirt is suspenders the trousers are with chiffon fabric and solid color patterns the female wears a ring there is an accessory on her wrist,this lady is wearing a tank tank shirt with solid color patterns and a long trousers the tank shirt is with chiffon fabric the neckline of the tank shirt is suspenders the trousers are with chiffon fabric and solid color patterns the female wears a ring there is an accessory on her wrist,"a photo of a women dresses, this lady is wearing a tank tank shirt with solid color patterns and a long trousers the tank shirt is with chiffon fabric the neckline of the tank shirt is suspenders the trousers are with chiffon fabric and solid color patterns the female wears a ring there is an accessory on her wrist"
4045,WOMEN-Dresses-id_00001156-06_7_additional,id_00001156,train,additional,WOMEN,Dresses,WOMEN_Dresses,4045,"The tank shirt this woman wears has sleeves cut off and its fabric is chiffon. The pattern of it is solid color. It has a suspenders neckline. This woman wears a long trousers, with chiffon fabric and pure color patterns. The person has neckwear. There is a ring on her finger. There is an accessory on her wrist.",the tank shirt this woman wears has sleeves cut off and its fabric is chiffon the pattern of it is solid color it has a suspenders neckline this woman wears a long trousers with chiffon fabric and pure color patterns the person has neckwear there is a ring on her finger there is an accessory on her wrist,the tank shirt this woman wears has sleeves cut off and its fabric is chiffon the pattern of it is solid color it has a suspenders neckline this woman wears a long trousers with chiffon fabric and pure color patterns the person has neckwear there is a ring on her finger there is an accessory on her wrist,"a photo of a women dresses, the tank shirt this woman wears has sleeves cut off and its fabric is chiffon the pattern of it is solid color it has a suspenders neckline this woman wears a long trousers with chiffon fabric and pure color patterns the person has neckwear there is a ring on her finger there is an accessory on her wrist"
4046,WOMEN-Dresses-id_00001162-02_4_full,id_00001162,query,full,WOMEN,Dresses,WOMEN_Dresses,4046,The pants the person wears is of three-point length. The pants are with chiffon fabric and graphic patterns.,the pants the person wears is of three point length the pants are with chiffon fabric and graphic patterns,the pants the person wears is of three point length the pants are with chiffon fabric and graphic patterns,"a photo of a women dresses, the pants the person wears is of three point length the pants are with chiffon fabric and graphic patterns"
4047,WOMEN-Dresses-id_00001162-02_7_additional,id_00001162,query,additional,WOMEN,Dresses,WOMEN_Dresses,4047,The shorts this person wears is of three-point length. The shorts are with chiffon fabric and graphic patterns. There is an accessory on her wrist.,the shorts this person wears is of three point length the shorts are with chiffon fabric and graphic patterns there is an accessory on her wrist,the shorts this person wears is of three point length the shorts are with chiffon fabric and graphic patterns there is an accessory on her wrist,"a photo of a women dresses, the shorts this person wears is of three point length the shorts are with chiffon fabric and graphic patterns there is an accessory on her wrist"
4048,WOMEN-Dresses-id_00001164-03_1_front,id_00001164,gallery,front,WOMEN,Dresses,WOMEN_Dresses,4048,This person wears a short-sleeve shirt with pure color patterns and a three-point pants. The shirt is with cotton fabric and its neckline is crew. The pants are with cotton fabric and pure color patterns.,this person wears a short sleeve shirt with pure color patterns and a three point pants the shirt is with cotton fabric and its neckline is crew the pants are with cotton fabric and pure color patterns,this person wears a short sleeve shirt with pure color patterns and a three point pants the shirt is with cotton fabric and its neckline is crew the pants are with cotton fabric and pure color patterns,"a photo of a women dresses, this person wears a short sleeve shirt with pure color patterns and a three point pants the shirt is with cotton fabric and its neckline is crew the pants are with cotton fabric and pure color patterns"
4049,WOMEN-Dresses-id_00001164-04_4_full,id_00001164,gallery,full,WOMEN,Dresses,WOMEN_Dresses,4049,The person is wearing a short-sleeve T-shirt with pure color patterns and a three-point shorts. The T-shirt is with cotton fabric. The neckline of the T-shirt is round. The shorts are with cotton fabric and solid color patterns.,the person is wearing a short sleeve t shirt with pure color patterns and a three point shorts the t shirt is with cotton fabric the neckline of the t shirt is round the shorts are with cotton fabric and solid color patterns,the person is wearing a short sleeve t shirt with pure color patterns and a three point shorts the t shirt is with cotton fabric the neckline of the t shirt is round the shorts are with cotton fabric and solid color patterns,"a photo of a women dresses, the person is wearing a short sleeve t shirt with pure color patterns and a three point shorts the t shirt is with cotton fabric the neckline of the t shirt is round the shorts are with cotton fabric and solid color patterns"
4050,WOMEN-Dresses-id_00001192-07_4_full,id_00001192,gallery,full,WOMEN,Dresses,WOMEN_Dresses,4050,The female wears a tank tank top with solid color patterns. The tank top is with cotton fabric. It has a suspenders neckline. The pants the female wears is of three-point length. The pants are with cotton fabric and pure color patterns. The female is wearing a ring on her finger. This woman is wearing socks in shoes. The person has neckwear. There is an accessory on her wrist.,the female wears a tank tank top with solid color patterns the tank top is with cotton fabric it has a suspenders neckline the pants the female wears is of three point length the pants are with cotton fabric and pure color patterns the female is wearing a ring on her finger this woman is wearing socks in shoes the person has neckwear there is an accessory on her wrist,the female wears a tank tank top with solid color patterns the tank top is with cotton fabric it has a suspenders neckline the pants the female wears is of three point length the pants are with cotton fabric and pure color patterns the female is wearing a ring on her finger this woman is wearing socks in shoes the person has neckwear there is an accessory on her wrist,"a photo of a women dresses, the female wears a tank tank top with solid color patterns the tank top is with cotton fabric it has a suspenders neckline the pants the female wears is of three point length the pants are with cotton fabric and pure color patterns the female is wearing a ring on her finger this woman is wearing socks in shoes the person has neckwear there is an accessory on her wrist"
4051,WOMEN-Dresses-id_00001192-10_1_front,id_00001192,query,front,WOMEN,Dresses,WOMEN_Dresses,4051,This woman is wearing a tank tank shirt with pure color patterns and a three-point pants. The tank shirt is with cotton fabric and its neckline is suspenders. The pants are with cotton fabric and pure color patterns. This female is wearing a pair of socks.,this woman is wearing a tank tank shirt with pure color patterns and a three point pants the tank shirt is with cotton fabric and its neckline is suspenders the pants are with cotton fabric and pure color patterns this female is wearing a pair of socks,this woman is wearing a tank tank shirt with pure color patterns and a three point pants the tank shirt is with cotton fabric and its neckline is suspenders the pants are with cotton fabric and pure color patterns this female is wearing a pair of socks,"a photo of a women dresses, this woman is wearing a tank tank shirt with pure color patterns and a three point pants the tank shirt is with cotton fabric and its neckline is suspenders the pants are with cotton fabric and pure color patterns this female is wearing a pair of socks"
4052,WOMEN-Dresses-id_00001192-10_7_additional,id_00001192,query,additional,WOMEN,Dresses,WOMEN_Dresses,4052,"Her tank top has no sleeves, cotton fabric and pure color patterns. The female wears a three-point pants. The pants are with cotton fabric and solid color patterns. The person is wearing a pair of socks.",her tank top has no sleeves cotton fabric and pure color patterns the female wears a three point pants the pants are with cotton fabric and solid color patterns the person is wearing a pair of socks,her tank top has no sleeves cotton fabric and pure color patterns the female wears a three point pants the pants are with cotton fabric and solid color patterns the person is wearing a pair of socks,"a photo of a women dresses, her tank top has no sleeves cotton fabric and pure color patterns the female wears a three point pants the pants are with cotton fabric and solid color patterns the person is wearing a pair of socks"
